openTime,open,high,low,close,vol
2023-09-14 16:00:00,26680.0,26880.0,26461.0,26510.3,93328.419
2023-09-15 00:00:00,26510.3,26647.0,26428.6,26554.4,48419.061
2023-09-15 08:00:00,26554.4,26691.5,26206.6,26311.1,112810.972
2023-09-15 16:00:00,26311.1,26890.0,26301.9,26591.1,90426.737
2023-09-16 00:00:00,26591.1,26763.5,26453.3,26486.0,65155.136
2023-09-16 08:00:00,26486.0,26574.3,26430.0,26493.6,46983.219
2023-09-16 16:00:00,26493.6,26610.0,26483.5,26546.9,28344.11
2023-09-17 00:00:00,26547.0,26560.7,26400.0,26482.6,37108.621
2023-09-17 08:00:00,26482.6,26614.3,26480.3,26537.0,33764.433
2023-09-17 16:00:00,26536.9,26539.0,26377.4,26514.2,43366.34
2023-09-18 00:00:00,26514.2,26796.0,26358.6,26701.7,93901.005
2023-09-18 08:00:00,26701.8,27397.0,26666.4,27258.8,217496.241
2023-09-18 16:00:00,27258.8,27296.8,26611.2,26749.9,161141.786
2023-09-19 00:00:00,26749.9,26860.0,26653.2,26836.1,47609.834
2023-09-19 08:00:00,26836.0,27480.0,26834.3,27413.4,274653.142
2023-09-19 16:00:00,27413.3,27472.5,26970.0,27196.0,111248.771
2023-09-20 00:00:00,27195.9,27381.0,26923.3,27089.5,88542.32
2023-09-20 08:00:00,27089.5,27228.8,26930.3,27168.7,107291.703
2023-09-20 16:00:00,27168.7,27297.9,26740.0,27107.7,153087.424
2023-09-21 00:00:00,27107.7,27149.0,26917.4,26978.4,53829.387
2023-09-21 08:00:00,26978.4,27008.0,26360.1,26567.7,208481.151
2023-09-21 16:00:00,26567.6,26685.7,26484.0,26552.6,55682.331
2023-09-22 00:00:00,26552.6,26697.5,26452.9,26660.9,59857.503
2023-09-22 08:00:00,26660.9,26737.7,26540.6,26619.9,66980.348
2023-09-22 16:00:00,26619.9,26632.5,26468.5,26566.7,46696.797
2023-09-23 00:00:00,26566.7,26606.2,26492.2,26572.0,22491.22
2023-09-23 08:00:00,26571.9,26583.7,26530.1,26567.5,16020.665
2023-09-23 16:00:00,26567.4,26620.6,26542.0,26563.1,19324.599
2023-09-24 00:00:00,26563.0,26581.0,26529.6,26552.4,12923.538
2023-09-24 08:00:00,26552.4,26618.7,26547.4,26566.0,19226.579
2023-09-24 16:00:00,26566.0,26739.9,26081.0,26232.4,114482.656
2023-09-25 00:00:00,26232.4,26327.2,25965.0,26176.8,99464.016
2023-09-25 08:00:00,26176.7,26289.9,25977.0,26230.9,92035.474
2023-09-25 16:00:00,26231.0,26440.0,26205.2,26290.5,76886.346
2023-09-26 00:00:00,26290.5,26388.0,26221.0,26256.3,36166.758
2023-09-26 08:00:00,26256.3,26322.4,26073.8,26114.8,84478.431
2023-09-26 16:00:00,26114.8,26289.9,26080.0,26208.8,59845.98
2023-09-27 00:00:00,26208.7,26281.5,26189.1,26233.4,29245.164
